Event,Platform,User,Comments,Likes,Date,Sentiment,Emotion,Most Common Keyword
State of Play,Youtube,@davidjones797,At this point Sony are just telling me to get a pc,0,2 weeks ago,Positive,Surprise,sony
State of Play,Youtube,@budz2420,"I wanna see Spider-Man DLC, Spider-Man DLC, Spider-Man DLC and did I mention Spider-Man DLC",4,3 weeks ago,Negative,Sad,Spider Man
State of Play,Youtube,@QlawzetReamL14,"Until Dawn gets a ""I already played this"" out of me. Remake or Remaster, this looks much better compared to the original release.",1,9 days ago,Negative,Fear,release
State of Play,Youtube,@Utenlok,"""We have Guardian of the Galaxy at home""",0,2 weeks ago,Negative,Sad,Guardians of The Galaxy
State of Play,Youtube,@mcdoogle523,They'll really do ANYTHING except give us more Bloodborne huh,1,2 weeks ago,Negative,Fear,Bloodborne
State of Play,Youtube,@fenixloder,Kingdom hearts 4 please,2,3 weeks ago,Negative,Sad,Kingdom Hearts 4
State of Play,Youtube,@b3nderman,"Loved the Astro Bot game! and Silent Hill 2, looking forward!",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@MrStarkisser,Concord is so basic you think it's an overwatch dlc,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@luciekokyova7701,That was terrible,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@emipiz2663,Calm guys bloodborne kart finally coming,1,3 weeks ago,Positive,Happy,
State of Play,Youtube,@conqueso325,Concord looks really fun actually. I want to play it,1,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@Walt_Xander94,Just bring full mod support to PS5 already.,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@Heisenbernt,Guarrdians of the galaxy knock off,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@caffeinebob4458,How does SH2 look worse???,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@willmorgan5692,"I wish they could be the great gaming company when the PS4 was in it's glory,we may never see such greatness again",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@nanggoputro307,"Astro Bot, this kind of game is my favorite, looks cute and fun at the same time",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@GmrDad82,Another live service that will fail...,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@fulgenzio1973,OMFG Astrobot is AMAZING,0,2 weeks ago,Positive,Surprise,astrobot
State of Play,Youtube,@themoviecritic1092,Astro Bot is about to single-handedly save Sony,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@fretboarder4752,Maybe 2 or 3 games worth playing there.,1,2 weeks ago,Negative,Fear,
State of Play,Youtube,@ilantiano,THE GOTY 2024 IS..... SILENT HILL 2!!,0,3 weeks ago,Positive,Happy,Silent Hill
State of Play,Youtube,@chaseturner2402,Waste of time,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@lancelust,Bring back E3 so we can see real competition in gaming industries. This showcase are trash,1,2 weeks ago,Negative,Sad,showcase
State of Play,Youtube,@sapphic_sleeper,"I've never been less excited about a state of play. stop it with the live service games, i beg.",0,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@ilive4retro,Stop making every game look like ghost of Tsushima and Elden Ring.,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@lunaradept,We really got nothing so far,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@germansherman7707,i've bought na ps5 to play on ps5. i don't care PC. but seems like we have to move there because they get the best,0,2 weeks ago,Negative,Angry,
State of Play,Youtube,@OneEyedKingg,"2 overwatch clones, 2 ports, a Pokémon snap sort of game, 2 dark souls clones, another dynasty warriors game, another monster hunter game, 2 vr games for the 2 people that bought it and Astro bot.",0,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@alexar570,THIS SHOW IS DISAPPOINTING,0,2 weeks ago,Negative,Sad,disappointing
State of Play,Youtube,@lolacexl,backwards compatibility please. For ps3.,0,3 weeks ago,Positive,Happy,
State of Play,Youtube,@valeryvalery-uc5pb,"30 thousand dislikes indicate that, unfortunately, Sony is moving in the wrong direction.And we still don't know when the Playstation Showcase will take place.",0,5 days ago,Negative,Sad,playstation
State of Play,Youtube,@KamalTiwari82,I have a PC so if I can experience PS5 games on PC that gives me the option to not get a PS5 until I decide that I really really really want one.,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@ejabgaming1757,Why Did I buy a PSVR2,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@speccyproductions,Freddy Fazbear better show up,0,3 weeks ago,Positive,Happy,
State of Play,Youtube,@Hiddenkidtv,"All hope was lost, then my BOY, ASTRO BOT SAVED THE DAY",0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@valrik16,"Infinity Nikki, Ballad of Antara, and  Where Winds Meet are the games I'm excited for. ",0,2 weeks ago,Positive,Happy,Where Winds Meet
State of Play,Youtube,@Deadkami,Turned off live comments,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@VashTheHumanStampede,Another L for $ony ? and remember guys this is not for the players anymore but for the $hareholders ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@chaostheory9822,"dear friend MOTORSTORM, I love you, don't cry, now it's time for ASTRO BOT, know one thing, I miss you. ",1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@MrHeathzilla,"Silent Hill 2 remake looks cool, just wish you could still create console-exclusive games that have original or at least fresh-seeming themes and gameplay. Concord looks so much like Overwatch and all the other similar games that I ended up skipping through most of the gameplay. Same with many other titles in this preview. I'm considering reselling my console at this point, why did I invest in all this sony-exclusive tech when you're ending up porting the exclusives to PC anyway?  sad time to be a playstation fan in my opinion!",0,2 weeks ago,Negative,Fear,playstation
State of Play,Youtube,@billybadass7718,"So I guess they made their own version of Overwatch Hopefully, they learn from that games mistakes",0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@eliamzg,"I don't even know how many arena shooters there are out there anymore, to me they go right in the bag (garbage one) with Battle Royales and MOBAs",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@KHLOUWDY,Underwhelming presentation honestly,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@shanepitt195,Top tier garbage on show here...don't even waste your time and go watch something else instead.,1,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@ezpz1327,traaaaaaaaaaaaaaaaash!!!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Cuatro_444,33:34 PARAPPA ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@mmo5366,Most boring bullsh1t state of play ever,0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@Tomista4433,Wheres Days Gone 2?,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@jingxinghuang6213,"This is terrible, stop showing repackaged products, it is boring. Show something new please.",0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@OnkelBob44,whould  be nice to know that there is a state of play..........,0,2 weeks ago,Positive,Happy,State of Play
State of Play,Youtube,@ITACHI9005,Hopefully there’s a part 2 cause this was boring nothing exciting at all,0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@wordsshackles441,Yep... But truth be told most you guys were nowhere to be found when obvious signs of mismanagement were starting to show up as early as 2020... You guys kept on thumbing up everything that sported a PS logo. You are now served.,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@liliandeboisvilliers1422,what a disappointment you are making fun of your customers. Who bought the PSVR2 I won't buy your game and I hope many will. As much. I am disappointed like many who were waiting for Astro in VR,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@WesNova2029,Silent hill was the best thing easy and until dawn both old games lol,0,2 weeks ago,Positive,Happy,Until Dawn
State of Play,Youtube,@WesNova2029,Who are these people? Lol where is Herman Hulst like maybe have people we like present and not just some randos,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Hadouken403,Astro bot   best thing on this,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@nicollasrychard,We want offline single play games!! Ubisoft take note,1,2 weeks ago,Negative,Fear,Single Player
State of Play,Youtube,@DarkAge69,"We want single player games, No live service games",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@dudeitsblake8345,I’m only halfway through and this is the lamest State of Play yet.. nice.. lol Glad all those acquisitions paid off.,0,2 weeks ago,Positive,Happy,State of Play
State of Play,Youtube,@orbitaldropshocktroopers8174,Buy a xbox pony.,0,2 weeks ago,Positive,Happy,xbox
State of Play,Youtube,@user-mu8mr7hw7b,Ghost Of Tsushima 2,0,3 weeks ago,Positive,Happy,
State of Play,Youtube,@zenvalinto,Phantom Blade 0,0,3 weeks ago,Positive,Happy,
State of Play,Youtube,@BricksAndBuilds482,The only game I saw myself somewhat enjoying was Astro Bot,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@marcrkox2,For until dawn it is like turning a ps4 version into a ps5 version only with one difference in upgraded graphics I am disappointed in that I expected to see what’s actually new for the game I expected to see at least one different thing that is a possible DLC I guess that is not the case because of that I am removing until dawn from my wish list,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@GwTim03,Re9 plss!!!,0,3 weeks ago,Positive,Happy,
State of Play,Youtube,@Chobitsx3,no reason to buy a ps5 yet yawn fest,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@teckkuan13,"We want gameplay , not trailers",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@mischamg6714,"Astrobot looks amazing. But why no PSVR2 Support, Sony????",0,2 weeks ago,Positive,Surprise,sony
State of Play,Youtube,@user-ry2xn9co3f,New marvel wolverine Gameplay,0,3 weeks ago,Positive,Surprise,
State of Play,Youtube,@TheDavidTeam,I will never understand how Sony went from the most promising brand for Videogame quality to the most garbage shitshow.,0,10 days ago,Negative,Sad,sony
State of Play,Youtube,@Chael-chan,Why is AstroBot the coolest? I’ve loved all their games and you beat Zelda with that trailer,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@WhackingJam,We really need Command and Conquer playstation one real RTS game but it doesn't fill the void,0,11 days ago,Negative,Sad,playstation
State of Play,Youtube,@hamzaramen1167,I hope New killzone game  Or remastered Old game .,0,3 weeks ago,Negative,Fear,game
State of Play,Youtube,@LeNoRo165,Xbox was far better ,0,11 days ago,Positive,Happy,xbox
State of Play,Youtube,@eliaszerano3510,FREE MULTIPLAYER CO-OP would be much more exciting news !,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Gapb_TheRealOneTho,I kinda liked Ballad of Sekiroring and Astrobot Odyssey,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@NexusWorks924,New FNAF game here we come baby,0,3 weeks ago,Positive,Happy,game
State of Play,Youtube,@GenesisGaming031,well..this was a big fail....,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Measiru,When i saw Sillent Hill i Thought that was Resident Evil 9,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@thenightowl1560,Xbox was far better ,0,2 weeks ago,Positive,Happy,xbox
State of Play,Youtube,@patrikn9916,Astrobot ,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@Mazy-Ib,R-E-9,0,3 weeks ago,Positive,Happy,
State of Play,Youtube,@moeperk81,Concord has been done so many times already even the developers didn't know what to really say. I'd love to see a fresh and original idea. No one cares about that game already. Sony should cut their losses right now,0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@Kytetiger,the best announcements are Infinity Nikki and Astro Bot,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@omni_tron,Ghost of Tsushima 2.,0,3 weeks ago,Positive,Happy,
State of Play,Youtube,@BratVaxer,What a failure sony....,0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@onetruescottie,Why was Astro Bot the best looking game out of them all though lol,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@pedromchannel,I can’t believe you missed the opportunity to do another VR Astro Bot ,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@LokiToxtrocity,"Only thing I'm hyped for is Wilds.  Ill be very honest, bought my ps5 for wilds, and warframe, since I come from the switch, and well the Library of gsmes in ps5 and this presentation has slightly dissapointed me.",0,10 days ago,Positive,Happy,
State of Play,Youtube,@SINftare,Is Astro Bot the only one worthy of attention?,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@runninginthe90s75,This state of play is so bad it need to be rated worse than 1/10. Xbox showcase is miles better than this trash !!,0,8 days ago,Negative,Sad,xbox
State of Play,Youtube,@xxwilliamxbarrosxx7274,27:00 best game of all,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@DBC_Whiterose,Er got an Astro Bot standing alone game before an new Mario 3D title that’s crazy,0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@C0LPAN1C,"LOUp2 remastered pc port, im patiently waiting for!",0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@Kelv02,We need more Co-op games man,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@albl2171,Microsoft will easily outsmart those trailer's with their Xbox Bethesda Activision Blizzard showcase on 9th June 2024 ,1,2 weeks ago,Negative,Fear,xbox
State of Play,Youtube,@kaidokp,So I off'd Reed to send Songbird into space and she decides to enter a new game called Concord?? Reed's rolling in his grave right now.,7,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@GG3695,I just wasted 35 minutes of my life.,1,2 weeks ago,Negative,Fear,
State of Play,Youtube,@jacksally09,Concord seems awesome untill I saw gameplay,0,2 weeks ago,Positive,Surprise,concord
State of Play,Youtube,@AMaguire90,Only game that peaked interest was Silent hill 2 andd POE2 and that will be on PC where I dont have to subscribe for online play.,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@elizabethflowers749,the only game that got me genuinely excited was astro bot,0,11 days ago,Negative,Sad,game
